,full_address,neighborhood,nid,sale_price,prediction,difference,pred_percent,shap
994,"109 Amber Dr, San Francisco, CA 94131",4 - Diamond Heights,4020,1457000,1481204,24204,0.01634076062446496,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1327714 2: nid = 4020 
995,"1990 Jefferson St, San Francisco, CA 94123",7 - Marina,7010,2764500,2491341,-273158,-0.10964295935401858,Pros - 1: comp_price = 2665606 2: year_sold = 2018   Cons - 1: lot_sf = 1300.0 2: view_count = 1 
996,"2764 Greenwich St, San Francisco, CA 94123",7 - Cow Hollow,7040,7525000,5975432,-1549567,-0.2593230079431914,Pros - 1: comp_price = 7666321 2: year_sold = 2018   Cons - 1: beds = 4 2: rooms = 7.0 
997,"151 Navajo St, San Francisco, CA 94112-3333",10 - Mission Terrace,10080,1260000,1231792,-28207,-0.022899158299453156,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1015167 2: latitude = 37.720729999999996 
998,"1303 Masonic Ave, San Francisco, CA 94117",5 - Haight Ashbury,5020,1385000,1645101,260101,0.15810640197775092,Pros - 1: year_sold = 2018 2: park_leased = LOST   Cons - 1: comp_price = 1320514 2: lot_sf = 800.0 
999,"271 Lowell St, San Francisco, CA 94112",10 - Crocker Amazon,10020,850000,842940,-7059,-0.008374261513274967,Pros - 1: year_sold = 2018 2: rooms = 3.0   Cons - 1: comp_price = 701651 2: latitude = 37.70899 
1000,"2537 Chestnut St, San Francisco, CA 94123",7 - Marina,7010,3028000,3134894,106894,0.0340981226159481,Pros - 1: comp_price = 3676791 2: year_sold = 2018   Cons - 1: beds = 4 2: lot_sf = 2475.0 
1001,"255 Ellington Ave, San Francisco, CA 94112",10 - Outer Mission,10040,1126666,1051353,-75312,-0.07163340952087453,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 880053 2: latitude = 37.71356 
1002,"986 Burnett Ave, San Francisco, CA 94131",5 - Twin Peaks,5040,1612000,1733471,121471,0.07007385759554097,Pros - 1: year_sold = 2018 2: comp_price = 1892387   Cons - 1: rooms = 9.0 2: view_count = 1 
1003,"4480 17th St, San Francisco, CA 94114",5 - Corona Heights,5070,1310000,1495267,185267,0.12390228634752189,Pros - 1: year_sold = 2018 2: latitude = 37.76191   Cons - 1: baths = 1.0 2: park_leased = 0 
1004,"248 Upper Terrace Ter, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,2060000,2550991,490991,0.19247069080212356,Pros - 1: comp_price = 2746932 2: year_sold = 2018   Cons - 1: nid = 5060 2: street_name = Upper Terrace 
1005,"184 Amber Dr, San Francisco, CA 94131",4 - Diamond Heights,4020,2550000,1851195,-698804,-0.37748805501311317,Pros - 1: year_sold = 2018 2: comp_price = 1977610   Cons - 1: rooms = 8.0 2: beds = 4 
1006,"37 Ashbury Ter, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,3250000,3108510,-141489,-0.045516662323749964,Pros - 1: comp_price = 3633194 2: year_sold = 2018   Cons - 1: rooms = 7.5 2: beds = 4 
1007,"631 Morse, San Francisco, CA 94112",10 - Crocker Amazon,10020,1225000,1238811,13811,0.011148593288241708,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1108500 2: latitude = 37.71148 
1008,"115 Clifford Ter, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,2750000,2451517,-298482,-0.12175399966632905,Pros - 1: comp_price = 2760736 2: year_sold = 2018   Cons - 1: beds = 4 2: rooms = 7.0 
1009,"207 Flood Ave, San Francisco, CA 94112-1330",4 - Sunnyside,4150,1560000,1294679,-265320,-0.2049311064750413,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1270394 2: latitude = 37.729893 
1010,"2868 Bush St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,1950000,2263931,313931,0.13866632861160522,Pros - 1: comp_price = 2746374 2: year_sold = 2018   Cons - 1: baths = 1.0 2: rooms = 8.0 
1011,"10 El Sereno Ct, San Francisco, CA 94127",4 - Miraloma Park,4080,1800000,2178652,378652,0.17380104762027163,Pros - 1: year_sold = 2018 2: comp_price = 2247834   Cons - 1: lot_sf = 2003.0 2: rooms = 8.0 
1012,"225 Detroit St, San Francisco, CA 94131--311",4 - Sunnyside,4150,1420905,1326066,-94838,-0.07151831055166183,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1175888 2: baths = 1.0 
1013,"2375 Alemany Blvd, San Francisco, CA 94112",10 - Outer Mission,10040,975000,974406,-593,-0.0006085758913635589,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 816051 2: latitude = 37.71628 
1014,"4767 18th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1910000,2556316,646316,0.25283102715000805,Pros - 1: comp_price = 3043657 2: year_sold = 2018   Cons - 1: park_leased = 0 2: lot_sf = 2343.0 
1015,"2030 Golden Gate Ave, San Francisco, CA 94115",6 - North Panhandle,6060,2740000,3031104,291104,0.09603893498870379,Pros - 1: comp_price = 3428062 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: view_count = 1 
1016,"395 Joost Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1175000,1368015,193015,0.14109128920370026,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1208736 2: lot_sf = 1873.0 
1017,"8 Arco Way, San Francisco, CA 94112",10 - Mission Terrace,10080,950000,1127329,177329,0.15730013154988473,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1016970 2: baths = 1.0 
1018,"8 Arco Way, San Francisco, CA 94112",10 - Mission Terrace,10080,1600000,1904965,304965,0.16008955545115003,Pros - 1: year_sold = 2018 2: baths = 4.5   Cons - 1: latitude = 37.727238 2: lot_sf = 1875.0 
1019,"1904 Baker St, San Francisco, CA 94115",7 - Pacific Heights,7020,2890000,2537849,-352150,-0.13875924060099715,Pros - 1: comp_price = 2636299 2: year_sold = 2018   Cons - 1: view_count = 1 2: street_name = Baker 
1020,"82 Staples Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1735000,1580918,-154081,-0.09746299302051087,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1508729 2: latitude = 37.729103 
1021,"43 Del Monte St, San Francisco, CA 94112",10 - Outer Mission,10040,938000,1001616,63616,0.06351336240635133,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 862414 2: latitude = 37.715378 
1022,"312 Caselli Ave, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2100000,1957769,-142230,-0.07264902039004602,Pros - 1: year_sold = 2018 2: comp_price = 2043574   Cons - 1: lot_sf = 2225.0 2: street_name = Caselli 
1023,"65 Restani, San Francisco, CA 94112",10 - Outer Mission,10040,1250000,1367439,117439,0.08588244155680802,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1267771 2: latitude = 37.718178 
1024,"125 Anzavista Ave, San Francisco, CA 94115",6 - Anza Vista,6010,2980000,4090391,1110391,0.27146329042871453,Pros - 1: comp_price = 4795653 2: year_sold = 2018   Cons - 1: beds = 5 2: rooms = 7.0 
1025,"501 Roosevelt Way, San Francisco, CA 94114",5 - Corona Heights,5070,1550000,1470140,-79859,-0.05432067694233202,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1234799 2: baths = 1.25 
1026,"1819 Baker St, San Francisco, CA 94115",7 - Pacific Heights,7020,1600000,1491393,-108606,-0.07282185178554546,Pros - 1: year_sold = 2018 2: latitude = 37.787859999999995   Cons - 1: comp_price = 1150633 2: baths = 1.0 
1027,"582 Corbett Ave, San Francisco, CA 94114-2220",5 - Twin Peaks,5040,1950000,2133160,183160,0.08586322638714396,Pros - 1: year_sold = 2018 2: comp_price = 2289540   Cons - 1: rooms = 9.0 2: lot_sf = 2012.0 
1028,"984 Corbett Ave, San Francisco, CA 94131",5 - Twin Peaks,5040,1550000,1822512,272512,0.149525490092795,Pros - 1: year_sold = 2018 2: comp_price = 1928845   Cons - 1: lot_sf = 1751.0 2: sf = 1177 
1029,"70 Staples Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1850000,1499865,-350134,-0.23344367659756043,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: rooms = 12.0 2: latitude = 37.729103 
1030,"2811 Vallejo St, San Francisco, CA 94123",7 - Pacific Heights,7020,8000000,4409179,-3590820,-0.8143965123665879,Pros - 1: comp_price = 5363907 2: year_sold = 2018   Cons - 1: rooms = 8.0 2: street_name = Vallejo 
1031,"2739 Broderick St, San Francisco, CA 94123-3803",7 - Cow Hollow,7040,6040000,3956894,-2083105,-0.526449533396649,Pros - 1: comp_price = 4866403 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: beds = 5 
1032,"1707 Baker St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,2200000,1596534,-603465,-0.3779844337796752,Pros - 1: year_sold = 2018 2: latitude = 37.786815999999995   Cons - 1: comp_price = 1393328 2: baths = 1.0 
1033,"63 Florentine St, San Francisco, CA 94112",10 - Crocker Amazon,10020,858000,981934,123934,0.12621418547478752,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 840554 2: latitude = 37.712475 
1034,"267 Mangels Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1900000,1729402,-170597,-0.09864508078515001,Pros - 1: year_sold = 2018 2: comp_price = 1815936   Cons - 1: latitude = 37.733086 2: beds = 4 
1035,"44 Mount Vernon Ave, San Francisco, CA 94112",10 - Outer Mission,10040,980000,1281295,301295,0.23514881428554704,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1190474 2: latitude = 37.71522 
1036,"2637 Broderick St, San Francisco, CA 94123",7 - Pacific Heights,7020,6650000,4193229,-2456770,-0.5858897761128715,Pros - 1: comp_price = 5394497 2: year_sold = 2018   Cons - 1: rooms = 11.0 2: beds = 5 
1037,"750 Lyon St, San Francisco, CA 94115",6 - North Panhandle,6060,1710000,2081576,371576,0.1785070542704182,Pros - 1: year_sold = 2018 2: comp_price = 2322578   Cons - 1: rooms = 9.0 2: beds = 5 
1038,"20 Loma Vista Ter, San Francisco, CA 94114",5 - Buena Vista/Ashbury,5060,3350000,2530936,-819063,-0.32362058937879107,Pros - 1: comp_price = 2823600 2: year_sold = 2018   Cons - 1: rooms = 8.0 2: beds = 4 
1039,"2507 Post St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,1200000,1699952,499952,0.294097715700208,Pros - 1: year_sold = 2018 2: latitude = 37.783867   Cons - 1: comp_price = 1488322 2: baths = 1.5 
1040,"224 Guttenberg St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1150000,1103878,-46121,-0.04178088520651739,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 975841 2: latitude = 37.710243 
1041,"1005 Duncan, San Francisco, CA 94131",4 - Diamond Heights,4020,2150000,1584141,-565858,-0.3572017894871732,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1558447 2: beds = 4 
1042,"47 Malta Dr, San Francisco, CA 94131",5 - Glen Park,5010,2450000,1787811,-662188,-0.3703903824285677,Pros - 1: year_sold = 2018 2: comp_price = 1865672   Cons - 1: rooms = 8.0 2: latitude = 37.73473 
1043,"1849 Jefferson, San Francisco, CA 94123",7 - Marina,7010,2945000,2407676,-537323,-0.22317080869685124,Pros - 1: year_sold = 2018 2: comp_price = 2210197   Cons - 1: view_count = 1 2: sf = 1500 
1044,"363 Monterey Blvd, San Francisco, CA 94131",4 - Sunnyside,4150,1685000,1403631,-281368,-0.2004572426798781,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1256805 2: latitude = 37.73152 
1045,"40 Nadell Ct, San Francisco, CA 94112-4359",10 - Crocker Amazon,10020,999000,1170090,171090,0.14621952157526344,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1043464 2: latitude = 37.708717 
1046,"625 Grand View Ave, San Francisco, CA 94114",5 - Noe Valley,5030,3100000,2447930,-652069,-0.2663756725069753,Pros - 1: comp_price = 2658922 2: year_sold = 2018   Cons - 1: rooms = 10.0 2: beds = 4 
1047,"1 Raycliff Ter, San Francisco, CA 94115",7 - Pacific Heights,7020,7600000,4746103,-2853896,-0.6013135408144323,Pros - 1: comp_price = 5962449 2: year_sold = 2018   Cons - 1: rooms = 10.0 2: beds = 4 
1048,"3858 Market St, San Francisco, CA 94131",5 - Twin Peaks,5040,1500000,1973786,473786,0.24003919371198296,Pros - 1: year_sold = 2018 2: comp_price = 1930712   Cons - 1: baths = 1.5 2: nid = 5040 
1049,"59 Paulding St, San Francisco, CA 94112",10 - Mission Terrace,10080,825000,1252227,427227,0.34117376482059564,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1035527 2: baths = 1.0 
1050,"2117 Broderick St, San Francisco, CA 94115",7 - Pacific Heights,7020,3450000,2830279,-619720,-0.21896074556607317,Pros - 1: comp_price = 3091114 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: beds = 4 
1051,"1312 Page St, San Francisco, CA 94117-3028",5 - Haight Ashbury,5020,3630000,2872804,-757195,-0.2635734982268195,Pros - 1: comp_price = 3251451 2: year_sold = 2018   Cons - 1: rooms = 10.0 2: beds = 5 
1052,"2825 Pine St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,2215000,2536000,321000,0.12657728706624605,Pros - 1: comp_price = 2872632 2: year_sold = 2018   Cons - 1: rooms = 10.0 2: lot_sf = 2188.0 
1053,"169 Yukon St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1225000,1265672,40672,0.03213470788640343,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1105486 2: baths = 1.0 
1054,"370 Guttenberg St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1350000,1365285,15285,0.011195464683198014,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: comp_price = 1068368 2: latitude = 37.708534 
1055,"30 Havelock St, San Francisco, CA 94112",10 - Mission Terrace,10080,1150000,1270799,120799,0.09505751893100325,Pros - 1: year_sold = 2018 2: lot_sf = 4242.0   Cons - 1: comp_price = 1000294 2: baths = 1.0 
1056,"401 Brunswick St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1230000,1183788,-46211,-0.03903655046342757,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1106882 2: latitude = 37.710926 
1057,"4368 17th St, San Francisco, CA 94114",5 - Corona Heights,5070,2200000,2003008,-196991,-0.09834758523181135,Pros - 1: year_sold = 2018 2: comp_price = 2086146   Cons - 1: lot_sf = 2186.0 2: view_count = 1 
1058,"675 Congo St, San Francisco, CA 94131",5 - Glen Park,5010,1850000,1567677,-282322,-0.18008939341458732,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: latitude = 37.73516 2: lot_sf = 2330.0 
1059,"19 Congo, San Francisco, CA 94131-3103",4 - Sunnyside,4150,1200000,1144066,-55933,-0.048889661960061746,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1108195 2: baths = 1.0 
1060,"200 Congo St, San Francisco, CA 94131-3107",4 - Sunnyside,4150,1480000,1361189,-118810,-0.08728398481033861,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1412696 2: latitude = 37.730785 
1061,"4469 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,2837500,2326341,-511158,-0.21972617084081827,Pros - 1: year_sold = 2018 2: comp_price = 2219894   Cons - 1: nid = 5030 2: beds = 3 
1062,"3621 Scott St, San Francisco, CA 94123",7 - Marina,7010,4100000,4031843,-68156,-0.016904428074208246,Pros - 1: comp_price = 4924565 2: year_sold = 2018   Cons - 1: beds = 4 2: view_count = 1 
1063,"841 Geneva Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1180000,2137423,957423,0.44793332906027494,Pros - 1: comp_price = 2471074 2: year_sold = 2018   Cons - 1: rooms = 11.0 2: latitude = 37.71745 
1064,"3036 Market St, San Francisco, CA 94114",5 - Corona Heights,5070,1895000,1906383,11383,0.005970993236930879,Pros - 1: year_sold = 2018 2: comp_price = 2105588   Cons - 1: lot_sf = 2042.0 2: beds = 4 
1065,"4455 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,1950000,1948947,-1052,-0.0005397786599635598,Pros - 1: year_sold = 2018 2: comp_price = 2092608   Cons - 1: baths = 1.0 2: sf = 1288 
1066,"289 Joost Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1620000,1528228,-91771,-0.06005059454479306,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: lot_sf = 1875.0 2: latitude = 37.732353 
1067,"228 Ocean Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1050000,1186993,136993,0.11541180108054555,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1079146 2: latitude = 37.723312 
1068,"4648 19th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2150000,1970427,-179572,-0.09113354618059943,Pros - 1: year_sold = 2018 2: comp_price = 1989295   Cons - 1: baths = 1.0 2: lot_sf = 2300.0 
1069,"2949 Sacramento St, San Francisco, CA 94115",7 - Pacific Heights,7020,4200000,3316980,-883019,-0.26621173477078547,Pros - 1: comp_price = 3698437 2: year_sold = 2018   Cons - 1: rooms = 11.0 2: beds = 4 
1070,"4434 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,2600000,2018498,-581501,-0.2880859926539437,Pros - 1: year_sold = 2018 2: comp_price = 2077951   Cons - 1: view_count = 1 2: ds_count = 2 
1071,"4431 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,2280000,2405957,125957,0.052352140956800144,Pros - 1: comp_price = 2510507 2: year_sold = 2018   Cons - 1: beds = 4 2: rooms = 7.0 
1072,"4428 23rd St, San Francisco, CA 94114-3114",5 - Noe Valley,5030,1950000,1783871,-166128,-0.09312781025085334,Pros - 1: year_sold = 2018 2: comp_price = 1826869   Cons - 1: park_leased = 0 2: baths = 1.5 
1073,"39 Nantucket Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1275000,1318350,43350,0.03288201160541586,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1167528 2: latitude = 37.728172 
1074,"14 Grand View Ter, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2800000,2451460,-348539,-0.14217609098251655,Pros - 1: comp_price = 2721655 2: year_sold = 2018   Cons - 1: beds = 4 2: rooms = 7.0 
1075,"26 Watt Ave, San Francisco, CA 94112",10 - Crocker Amazon,10020,1326000,1396314,70314,0.05035686815429767,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.709484 2: comp_price = 1395938 
1076,"256 Grand View Ave, San Francisco, CA 94114",5 - Noe Valley,5030,1800000,2137549,337549,0.15791404080093602,Pros - 1: year_sold = 2018 2: comp_price = 2280396   Cons - 1: lot_sf = 2073.0 2: sf = 1437 
1077,"24 Junior Ter, San Francisco, CA 94112",10 - Mission Terrace,10080,1180000,1184005,4005,0.00338258706677759,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1021474 2: latitude = 37.71967 
1078,"147 Santa Ynez Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1450000,1371531,-78468,-0.05721197698046927,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1234777 2: latitude = 37.72501 
1079,"64 Nordhoff St, San Francisco, CA 94131-2837",5 - Glen Park,5010,2400000,1655630,-744369,-0.44959864220870605,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.733959999999996 2: comp_price = 1583390 
1080,"1219 Broderick St, San Francisco, CA 94115",6 - Anza Vista,6010,3030000,2940431,-89568,-0.03046084060465966,Pros - 1: comp_price = 3062929 2: year_sold = 2018   Cons - 1: rooms = 8.0 2: lot_sf = 2500.0 
1081,"224 Avila St, San Francisco, CA 94123",7 - Marina,7010,4500000,4057964,-442035,-0.10893024186513237,Pros - 1: comp_price = 4909489 2: year_sold = 2018   Cons - 1: rooms = 8.0 2: beds = 4 
1082,"1925 Turk St, San Francisco, CA 94115",6 - North Panhandle,6060,1515000,1468903,-46096,-0.031381241647678575,Pros - 1: year_sold = 2018 2: latitude = 37.779385   Cons - 1: comp_price = 1402072 2: baths = 1.25 
1083,"6 Ord Ct, San Francisco, CA 94114-1417",5 - Corona Heights,5070,1800000,1525125,-274874,-0.18023047291205638,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1412622 2: baths = 1.0 
1084,"4403 24th St, San Francisco, CA 94114",5 - Noe Valley,5030,1799000,2072574,273574,0.13199721698718597,Pros - 1: year_sold = 2018 2: comp_price = 2216801   Cons - 1: lot_sf = 2125.0 2: beds = 4 
1085,"64 Grand View Ave, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2505000,2408402,-96597,-0.04010833739550125,Pros - 1: comp_price = 2782775 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: view_count = 1 
1086,"239 Monterey Blvd, San Francisco, CA 94131-3139",4 - Sunnyside,4150,1275000,1382133,107133,0.0775128008664868,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1356476 2: latitude = 37.731525 
1087,"2104 Divisadero St, San Francisco, CA 94115",7 - Pacific Heights,7020,3395000,2672344,-722655,-0.2704199010307056,Pros - 1: comp_price = 2843594 2: year_sold = 2018   Cons - 1: lot_sf = 2029.0 2: beds = 4 
1088,"1223 Bosworth St, San Francisco, CA 94131",5 - Glen Park,5010,2300000,1662209,-637790,-0.38370024467440617,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: lot_sf = 1049.0 2: latitude = 37.735012 
1089,"451 Avila St, San Francisco, CA 94123",7 - Marina,7010,4506150,3855482,-650667,-0.16876411302140693,Pros - 1: comp_price = 4566893 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: beds = 4 
1090,"424 Avila St, San Francisco, CA 94123",7 - Marina,7010,4995000,3955216,-1039783,-0.2628890558695151,Pros - 1: comp_price = 4693566 2: year_sold = 2018   Cons - 1: rooms = 9.5 2: beds = 5 
1091,"261 Roosevelt Way, San Francisco, CA 94114",5 - Corona Heights,5070,4300000,3256148,-1043851,-0.32057848721863996,Pros - 1: comp_price = 3735660 2: year_sold = 2018   Cons - 1: rooms = 7.5 2: beds = 4 
1092,"464 Hoffman Ave, San Francisco, CA 94114",5 - Noe Valley,5030,1400000,1670076,270076,0.16171479621286697,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: sf = 1025 
1093,"245 Alhambra St, San Francisco, CA 94123",7 - Marina,7010,4421000,3828503,-592496,-0.1547591839421309,Pros - 1: comp_price = 4613103 2: year_sold = 2018   Cons - 1: rooms = 7.5 2: beds = 4 
1094,"51 Hanover, San Francisco, CA 94112",10 - Crocker Amazon,10020,950000,877481,-72518,-0.08264338487101146,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 827858 2: latitude = 37.710033 
1095,"214-216 Monterey Blvd, San Francisco, CA 94131",4 - Sunnyside,4150,1375000,1444157,69157,0.047887452680006395,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1416268 2: latitude = 37.731636 
1096,"40 Wanda St, San Francisco, CA 94112",10 - Mission Terrace,10080,1220010,1131337,-88672,-0.07837806064859543,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 965376 2: baths = 1.0 
1097,"110 Mangels Ave, San Francisco, CA 94131",4 - Sunnyside,4150,2850000,2162745,-687254,-0.31776931630867256,Pros - 1: year_sold = 2018 2: comp_price = 2103602   Cons - 1: latitude = 37.733115999999995 2: beds = 4 
1098,"154 Ocean Ave, San Francisco, CA 94112-2547",10 - Mission Terrace,10080,1318000,1831988,513988,0.28056297311991124,Pros - 1: year_sold = 2018 2: comp_price = 1941475   Cons - 1: latitude = 37.7235 2: baths = 1.25 
1099,"688 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,2150000,2389776,239776,0.10033408988959634,Pros - 1: comp_price = 2444260 2: year_sold = 2018   Cons - 1: beds = 4 2: rooms = 7.0 
1100,"152 Cervantes Blvd, San Francisco, CA 94123",7 - Marina,7010,3550000,3400582,-149417,-0.043938655206667565,Pros - 1: comp_price = 3941509 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: beds = 4 
1101,"118 Santa Ysabel Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1780000,1953646,173646,0.0888830422707082,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: latitude = 37.727814 2: rooms = 8.0 
1102,"863 Elizabeth St, San Francisco, CA 94114",5 - Noe Valley,5030,3500000,2923527,-576472,-0.19718374415560383,Pros - 1: comp_price = 3352106 2: year_sold = 2018   Cons - 1: rooms = 10.0 2: beds = 5 
1103,"834 London St, San Francisco, CA 94112",10 - Excelsior,10030,950000,1225737,275737,0.22495608764359729,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1104016 2: latitude = 37.71663 
1104,"4535 19th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1503500,1332992,-170507,-0.1279129957269061,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1139650 2: baths = 1.0 
1105,"61 Curtis St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1400000,1207962,-192037,-0.15897602739159014,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1019865 2: latitude = 37.713817999999996 
1106,"289 Berkeley Way, San Francisco, CA 94131",4 - Diamond Heights,4020,2300000,2236131,-63868,-0.028561832915871208,Pros - 1: comp_price = 2422372 2: year_sold = 2018   Cons - 1: rooms = 8.0 2: beds = 4 
1107,"363 Polaris Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1005000,1131976,126976,0.11217198951214513,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 986178 2: latitude = 37.708836 
1108,"1995 Alemany Blvd, San Francisco, CA 94112",10 - Mission Terrace,10080,1201000,1305708,104708,0.0801925085853805,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1071664 2: latitude = 37.71994 
1109,"2425 Filbert St, San Francisco, CA 94123",7 - Cow Hollow,7040,4900000,3632152,-1267847,-0.34906220885029043,Pros - 1: comp_price = 4167965 2: year_sold = 2018   Cons - 1: lot_sf = 2265.0 2: street_name = Filbert 
1110,"960 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1430000,1280621,-149378,-0.11664497146306363,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1233224 2: latitude = 37.72263 
1111,"121 Amazon Ave, San Francisco, CA 94112",10 - Excelsior,10030,1040000,1156171,116171,0.10047908138156034,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1069794 2: latitude = 37.716879999999996 
1112,"92 Homestead St, San Francisco, CA 94114",5 - Noe Valley,5030,2730000,2095322,-634677,-0.30290189288328956,Pros - 1: comp_price = 2379354 2: year_sold = 2018   Cons - 1: lot_sf = 1875.0 2: rooms = 8.0 
1113,"773 London St, San Francisco, CA 94112",10 - Excelsior,10030,1385000,1429653,44653,0.031233453152618152,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.717308 2: comp_price = 1460471 
